,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44,Continent Name
887,Armenia,ARM,2006,11.759,1410916,1615571,3026486,30.3,0.721,,63.839,48.697,2109.5263835731,46.805897110062006,Asia
888,Australia,AUS,2006,12.9,10158068,10292899,20450966,35.7,0.914,,84.7,54.681,36595.7071548423,42.156746489303664,Oceania
889,Austria,AUT,2006,9.4,4022191,4246451,8268641,39.3,0.893,,58.532,49.069,40669.3269586152,40.78930758360811,Europe
890,Azerbaijan,AZE,2006,17.6,4124857,4359694,8484550,26.2,0.692,,52.589,57.136,2472.95725732287,51.96526546795724,Asia
891,Burundi,BDI,2006,46.38,3779881,3878308,7658190,15.8,0.36,,9.617,79.637,166.276245228761,43.51391122107889,Africa
892,Belgium,BEL,2006,11.6,5163364,5384595,10547958,39.4,0.905,,97.454,41.549,38705.1067959147,38.913567413278784,Europe
893,Benin,BEN,2006,40.885,4177609,4225023,8402631,16.6,0.464,,41.049,66.648,837.132002451152,42.70542937937016,Africa
894,Burkina Faso,BFA,2006,44.372,7101155,7215087,14316242,16.0,0.339,,22.339,57.932,457.342074853242,42.43883285390967,Africa
895,Bangladesh,BGD,2006,24.649,72029553,70599279,142628831,21.2,0.524,,27.517,27.261,503.538332188534,48.70054868903512,Asia
896,Bulgaria,BGR,2006,9.7,3665020,3936002,7601022,40.3,0.767,,70.932,42.049,4523.1465578805,39.37839095619851,Europe
897,Bahrain,BHR,2006,18.705,591506,379474,970981,27.0,0.804,,88.452,38.337,19057.7989047138,56.08690439015008,Asia
898,Bosnia and Herzegovina,BIH,2006,9.374,1979755,2078331,4058086,35.6,0.699,,44.282,20.253,3170.17478337184,43.6605968107575,Europe
899,Belarus,BLR,2006,9.9,4459004,5145919,9604924,37.2,0.762,,72.816,51.8,3848.22350300163,42.06344653375245,Europe
900,Belize,BLZ,2006,25.459,144981,143749,288729,19.8,0.68,,45.296,35.982,5486.83143439175,47.74310688459362,North America
901,Bolivia,BOL,2006,27.423,4814077,4728586,9542663,20.5,0.638,,64.628,61.346,1200.06804203621,45.53494908784031,South America
902,Brazil,BRA,2006,16.852,93237364,95583318,188820682,26.5,0.7,,83.143,48.234,5866.02341427165,48.97876870616047,South America
903,Barbados,BRB,2006,13.177,129191,141234,270425,34.4,0.781,,32.646,56.625,15595.6364981048,43.63912500132756,North America
904,Botswana,BWA,2006,28.635,942814,985889,1928704,20.0,0.618,,56.4,41.828,5142.91383354359,50.48078434793366,Africa
905,Central African Republic,CAF,2006,42.771,2155709,2138644,4294352,15.9,0.345,,38.193,59.399,340.414517099341,42.9757126478273,Africa
906,Canada,CAN,2006,11.0,16144134,16427039,32571174,37.9,0.907,,80.213,58.113,40504.0607253203,41.65436237489537,North America
907,Switzerland,CHE,2006,9.8,3667699,3816235,7483934,39.6,0.914,,73.504,56.946,59011.0324592016,40.642836604503415,Europe
908,Chile,CHL,2006,14.139,8107283,8227292,16334575,30.2,0.796,,86.842,36.459,9418.27492364213,46.41174155481538,South America
909,China,CHN,2006,12.09,670816557,640203444,1311020000,32.3,0.65,,43.868,63.96,2099.2194300786,51.73373456791087,Asia
910,Ivory Coast,CIV,2006,40.91,9803630,9590427,19394057,16.2,0.458,,45.652,48.113,1303.56496674267,44.38366277207143,Africa
911,Cameroon,CMR,2006,40.956,8822729,8928603,17751333,16.5,0.477,,49.143,74.929,1177.96860522717,43.41948006871847,Africa
912,Colombia,COL,2006,18.688,21186610,21586300,42772910,24.9,0.698,,76.423,43.226,3782.60349568944,48.41815291222101,South America
913,Comoros,COM,2006,34.293,301235,303423,604658,16.4,0.494,,27.863,30.647,1155.08567466696,42.6637774060922,Africa
914,Costa Rica,CRI,2006,16.797,2200829,2177342,4378172,26.6,0.747,,66.935,40.704,5188.361792249,48.29785582604846,North America
915,Cuba,CUB,2006,9.752,5630144,5630486,11260630,35.2,0.761,,76.227,39.273,4336.87332999361,46.95920148285587,North America
916,Cyprus,CYP,2006,12.243,530622,524816,1055438,31.8,0.841,,68.125,51.139,26729.32421875,47.55795131812991,Asia
917,Czechia,CZE,2006,10.3,5007301,5231604,10238905,38.0,0.852,,73.533,46.067,15261.7975911138,41.72747855242673,Europe
918,Germany,DEU,2006,8.2,40131513,42244938,82376451,41.6,0.917,,76.179,46.735,36353.8803343631,38.45521733604038,Europe
919,Djibouti,DJI,2006,29.167,421567,425380,846947,19.9,0.416,,76.807,10.35,907.817943782596,46.9498412593931,Africa
920,Denmark,DNK,2006,12.0,2692287,2744985,5437272,38.8,0.91,,86.098,58.165,52026.9995142723,38.53624961484456,Europe
921,Dominican Republic,DOM,2006,21.865,4706176,4577992,9284168,22.8,0.683,,68.71,36.742,4080.04573853712,47.86484991673206,North America
922,Algeria,DZA,2006,21.831,17050923,16384158,33435080,23.5,0.69,,64.593,11.275,3500.13459382737,53.0435300075698,Africa
923,Ecuador,ECU,2006,22.898,7012450,6996611,14009061,22.7,0.72,,61.907,50.37,3340.84090289849,46.91571770134728,South America
924,Spain,ESP,2006,10.8,21909832,22487488,44397319,37.9,0.856,,77.502,42.13,28389.0785799873,43.37713053622424,Europe
925,Estonia,EST,2006,11.0,626127,720684,1346810,38.5,0.847,,68.607,51.616,12639.4000677296,39.20264213257846,Europe
926,Ethiopia,ETH,2006,40.232,40093124,39597926,79691050,15.5,0.363,,15.899,72.057,191.75129245508,41.46133310113258,Africa
927,Finland,FIN,2006,11.2,2578051,2688216,5266268,40.2,0.909,,83.037,52.455,41222.6020004611,36.751924842111336,Europe
928,Fiji,FJI,2006,24.051,450318,432765,883083,22.9,0.705,,50.264,34.743,3483.59718493626,48.21034510646656,Oceania
929,France,FRA,2006,13.1,30825573,32802688,63628261,38.2,0.87,,77.377,45.912,36470.2128399313,38.71804482471661,Europe
930,Gabon,GAB,2006,32.68,753766,748769,1502534,19.2,0.651,,83.107,29.587,6873.45398271021,45.14065428767367,Africa
931,United Kingdom,GBR,2006,12.3,29773916,31072904,60846820,37.9,0.894,,80.199,53.136,44512.4590296865,40.757279245254345,Europe
932,Georgia,GEO,2006,12.648,1811111,2069236,3880347,33.8,0.742,,53.992,47.453,1996.02013272284,43.415278033670425,Asia
933,Ghana,GHA,2006,34.124,11494181,11604406,23098586,18.5,0.54,,47.988,66.391,904.169527809899,46.28779130477647,Africa
934,Guinea,GIN,2006,39.815,4570372,4760253,9330625,16.0,0.394,,32.539,55.815,452.276159713719,41.010242416711655,Africa
935,Guinea-Bissau,GNB,2006,41.032,691579,722513,1414091,16.8,0.417,,38.545,47.077,418.902079016511,43.95224996107336,Africa
936,Equatorial Guinea,GNQ,2006,39.873,467474,437943,905418,18.5,0.569,,59.431,46.009,11140.1901650513,43.66561401826272,Africa
937,Greece,GRC,2006,10.2,5472470,5547892,11020362,39.1,0.863,,74.827,36.793,24821.9367451879,41.37288690202315,Europe
938,Guatemala,GTM,2006,29.658,6556342,6656988,13213330,17.7,0.581,,47.21,40.436,2251.07878386326,44.43742485886335,North America
939,Guyana,GUY,2006,22.608,378137,380230,758367,22.2,0.631,,27.582,31.407,3138.08220913067,46.6265155300739,South America
940,Honduras,HND,2006,28.479,3916738,3828462,7745200,18.4,0.581,,49.245,36.692,1409.57974824961,46.46798113707282,North America
941,Croatia,HRV,2006,9.33,2069605,2241554,4311159,39.7,0.811,,54.483,37.329,11505.399839938,38.46005149168947,Europe
942,Haiti,HTI,2006,28.613,4603020,4663269,9266288,19.4,0.494,,43.604,48.362,824.358051858249,45.91872631824649,North America
943,Hungary,HUN,2006,9.9,4782418,5288952,10071370,38.1,0.814,,66.895,39.855,11489.5608654088,39.34794469347698,Europe
944,Indonesia,IDN,2006,20.784,116685330,115112096,231797427,25.6,0.639,,46.738,41.681,1572.79793972155,49.40189539506824,Asia
945,India,IND,2006,23.22,606611392,565762395,1172373788,22.9,0.543,,29.569,27.212,802.013742049265,47.136186872992695,Asia
946,Ireland,IRL,2006,15.3,2137329,2136262,4273591,32.4,0.891,,60.738,53.026,54329.1618599624,46.35011342196086,Europe
947,Iraq,IRQ,2006,33.806,14384444,14521163,28905607,17.5,0.604,,68.819,10.987,2253.54711274949,45.01341059987448,Asia
948,Iceland,ISL,2006,14.5,153876,149906,303782,33.5,0.903,,93.159,69.413,57492.9342498703,42.84014835203285,Europe
949,Israel,ISR,2006,21.0,3484797,3568903,7053700,27.9,0.874,,91.58,49.497,22494.6420931621,42.73819201161778,Asia
950,Italy,ITA,2006,9.6,28171789,29972190,58143979,41.2,0.873,,67.856,34.858,33529.7266014361,38.80566524518818,Europe
951,Jamaica,JAM,2006,18.075,1332880,1356781,2689660,23.9,0.694,,52.998,51.151,4435.57144393175,49.4346913761322,North America
952,Jordan,JOR,2006,28.729,3131561,2943988,6075548,19.6,0.722,,80.97,8.721,2478.29194408734,47.01624123467893,Asia
953,Japan,JPN,2006,8.7,62402271,65451729,127854000,42.8,0.892,,87.118,46.54,35991.546002862,36.372433011613765,Asia
954,Kazakhstan,KAZ,2006,19.71,7273015,8035070,15308085,27.8,0.752,,56.536,59.046,5291.57400354244,47.73826965524778,Asia
955,Kenya,KEN,2006,38.29,18346035,18579218,36925253,16.6,0.525,,22.045,68.59,699.399738284504,46.14121686549949,Africa
956,Cambodia,KHM,2006,24.886,6653611,6824167,13477779,20.4,0.51,,19.293,66.933,539.747365391142,47.55448192032221,Asia
957,Kuwait,KWT,2006,22.056,1385007,978402,2363409,27.5,0.799,,100.0,44.76,42970.6964488258,57.97487023476553,Asia
958,Lebanon,LBN,2006,17.694,2339292,2380573,4719864,25.4,0.734,,86.762,18.707,4665.96280134547,48.66799897923711,Asia
959,Liberia,LBR,2006,41.332,1704671,1750726,3455397,17.5,0.443,,46.396,70.158,323.841225769427,42.92711792910996,Africa
960,Libya,LBY,2006,23.771,3032912,2940457,5973369,22.8,0.739,,77.253,24.974,10060.361041075,54.71226841401383,Africa
961,Sri Lanka,LKA,2006,19.203,9764340,10106367,19870706,28.0,0.714,,18.288,31.417,1423.19062070134,46.85609313693503,Asia
962,Lesotho,LSO,2006,29.075,966460,1010320,1976780,19.2,0.446,,22.82,50.681,910.618563398363,46.86821996991048,Africa
963,Lithuania,LTU,2006,9.1,1506004,1763904,3269909,38.1,0.823,,66.706,47.411,9230.70798102521,40.09608891236936,Europe
964,Luxembourg,LUX,2006,11.7,234135,238501,472637,37.4,0.885,,87.009,43.992,90788.8004876145,42.06319242563437,Europe
965,Latvia,LVA,2006,10.3,1010084,1208273,2218357,39.1,0.815,,67.967,48.717,9723.44690174779,39.20890098849891,Europe
966,Morocco,MAR,2006,21.347,15447447,15385576,30833022,23.4,0.573,,55.746,23.315,2433.21264648438,50.18375490731566,Africa
967,Moldova,MDA,2006,12.838,1365441,1515526,2880967,32.2,0.704,,42.744,40.522,1183.02481442894,44.89845707010863,Europe
968,Madagascar,MDG,2006,37.757,9720478,9629821,19350299,16.6,0.475,,29.425,80.906,330.522670008512,43.00602783790064,Africa
969,Maldives,MDV,2006,19.584,163497,150904,314401,21.0,0.664,,34.794,33.225,5010.16342484565,53.91458779948771,Asia
970,Mexico,MEX,2006,21.459,52329698,54557092,106886790,23.6,0.741,,76.616,40.722,9545.28672531477,48.487182486859965,North America
971,North Macedonia,MKD,2006,11.1,1020570,1019659,2040228,33.2,0.707,,57.383,26.348,3362.97069325398,44.39423963510253,Europe
972,Mali,MLI,2006,47.614,6880921,6742621,13623541,15.5,0.375,,32.832,59.529,506.911838699572,41.374096215700106,Africa
973,Malta,MLT,2006,9.3,201030,204278,405308,38.1,0.831,,93.784,27.214,16723.8842735356,39.85978050292767,Europe
974,Myanmar,MMR,2006,20.837,24004090,24084184,48088274,24.5,0.47,,28.132,55.009,301.58191391586,48.98770911233697,Asia
975,Montenegro,MNE,2006,12.3,298577,316447,615025,33.9,0.776,,62.803,30.405,4425.67887307803,42.49690824595767,Europe
976,Mongolia,MNG,2006,19.841,1284280,1296962,2581242,23.1,0.669,,63.535,51.804,1322.64067515404,54.06091311850308,Asia
977,Mozambique,MOZ,2006,41.422,10094544,10641439,20735982,16.2,0.364,,30.182,80.803,458.615152006485,42.02337400155064,Africa
978,Mauritania,MRT,2006,37.1,1528137,1553092,3081229,16.8,0.5,,42.998,24.388,1272.08243396613,43.45748884886121,Africa
979,Mauritius,MUS,2006,14.3,614420,619575,1233996,29.8,0.726,,42.0,34.774,5695.97525509869,46.93921740150593,Africa
980,Malawi,MWI,2006,44.373,6340083,6778224,13118307,15.8,0.415,,15.144,72.344,443.523675665125,41.78548405788037,Africa
981,Malaysia,MYS,2006,17.308,13592989,12916424,26509413,23.7,0.736,,67.483,42.144,6137.15053996313,48.35981692765743,Asia
982,Namibia,NAM,2006,29.005,962619,1023939,1986558,18.6,0.561,,37.61,37.69,4027.96170615871,46.94564473779946,Africa
983,Niger,NER,2006,50.096,7261337,7103832,14365168,14.7,0.306,,16.238,67.094,331.103767973979,39.27721685985817,Africa
984,Nigeria,NGA,2006,42.884,72611203,71718561,144329764,16.9,0.477,,39.943,54.731,1652.15400173092,42.47932036394789,Africa
985,Nicaragua,NIC,2006,24.945,2724497,2805314,5529811,19.7,0.593,,56.132,38.863,1223.08314801605,48.38672248454176,North America
986,Netherlands,NLD,2006,11.3,8089121,8256980,16346101,38.4,0.906,,83.636,52.707,44900.9381441374,39.88543002181611,Europe
987,Norway,NOR,2006,12.6,2313871,2346806,4660677,37.1,0.937,,77.95,59.004,74434.4996835671,39.74427064193309,Europe
988,Nepal,NPL,2006,24.982,13165531,13353440,26518971,19.3,0.505,,15.462,19.763,341.028140039374,44.837028692120896,Asia
989,New Zealand,NZL,2006,14.14,2048505,2136095,4184600,34.8,0.913,,86.4,58.715,26654.5932018985,42.69831349840994,Oceania
990,Oman,OMN,2006,20.712,1465443,1095207,2560649,21.9,0.753,,72.967,23.166,14533.7294232494,52.00768074331184,Asia
991,Pakistan,PAK,2006,32.402,91810143,86259841,178069984,18.1,0.493,,34.184,18.848,909.032403273312,44.18577908006011,Asia
992,Panama,PAN,2006,21.968,1690750,1677823,3368573,24.9,0.754,,63.976,41.98,5385.56424337546,47.96160025175472,North America
993,Peru,PER,2006,22.274,14180761,14200318,28381078,23.5,0.691,,75.421,64.292,3123.32015935927,47.61268726517247,South America
994,Philippines,PHL,2006,26.924,44491550,43410285,87901835,20.9,0.659,,45.625,45.369,1452.22140548112,46.19286827772645,Asia
995,Papua New Guinea,PNG,2006,32.066,3495994,3212224,6708217,19.2,0.469,,13.091,56.752,1245.47417602948,48.33938236240411,Oceania
996,Poland,POL,2006,9.8,18497199,19644068,38141267,35.9,0.82,,61.341,39.719,9035.53275810927,42.32570913575204,Europe
997,Portugal,PRT,2006,10.0,5056828,5465459,10522288,38.9,0.811,,58.137,50.593,19839.4540499032,40.411692458765614,Europe
998,Paraguay,PRY,2006,23.742,2790367,2744307,5534675,20.7,0.664,,57.96,47.607,2426.41709770871,46.79477427365556,South America
999,Qatar,QAT,2006,14.396,727596,287464,1015060,29.1,0.825,,97.671,46.205,59978.86120736,56.13721394194395,Asia
1000,Romania,ROU,2006,10.4,10264061,10929699,21193760,36.3,0.77,,53.305,44.946,5757.53127301178,42.58798574133078,Europe
1001,Rwanda,RWA,2006,38.825,4467349,4802717,9270066,17.0,0.442,,16.917,47.275,358.13922674387,45.16582438292991,Africa
1002,Saudi Arabia,SAU,2006,23.114,14481085,10901784,25382870,23.5,0.787,,81.204,15.971,14848.6020580308,51.180637040689845,Asia
1003,Sudan,SDN,2006,36.495,15199862,15133106,30332968,17.0,0.465,,32.813,22.906,1179.89831542969,44.3075433423912,Africa
1004,Senegal,SEN,2006,38.657,5542900,5720487,11263387,16.9,0.427,,42.124,28.868,1038.57909197327,44.2268726421369,Africa
1005,Singapore,SGP,2006,10.3,2235301,2166064,4401365,35.6,0.881,,100.0,51.823,33768.4528234651,48.608720187427295,Asia
1006,Solomon Islands,SLB,2006,34.007,253589,239841,493430,17.9,0.52,,18.259,81.518,1250.9538420042,45.6879766178427,Oceania
1007,Sierra Leone,SLE,2006,41.429,2895765,2914008,5809774,16.9,0.382,,37.303,62.397,320.514410808579,42.308421543725736,Africa
1008,El Salvador,SLV,2006,20.689,2887716,3146720,6034436,21.9,0.646,,62.187,44.151,2651.43088765876,46.35126417348856,North America
1009,Serbia,SRB,2006,9.58,3570629,3840939,7411569,39.9,0.746,,54.105,33.612,4382.61727851692,38.670274173578434,Europe
1010,Sao Tome and Principe,STP,2006,38.672,82666,83058,165725,17.5,0.542,,60.348,27.782,861.518202332935,44.72630736167877,Africa
1011,Suriname,SUR,2006,21.883,263086,258937,522023,24.8,0.691,,66.615,32.072,5031.15846462469,47.04068371975367,South America
1012,Slovenia,SVN,2006,9.4,984336,1022532,2006868,39.1,0.878,,51.758,49.424,19672.9655554146,41.49270941515956,Europe
1013,Sweden,SWE,2006,11.7,4505908,4574597,9080505,39.3,0.906,,84.43,54.969,46593.6021646111,38.34182946004137,Europe
1014,Eswatini,SWZ,2006,31.229,518532,559202,1077735,17.5,0.462,,21.91,32.062,3053.93257078305,47.04878822966641,Africa
1015,Chad,TCD,2006,49.923,5182293,5183320,10365614,14.7,0.327,,21.834,56.032,716.66776844238,40.91591480789197,Africa
1016,Togo,TGO,2006,37.603,2934396,2939845,5874240,17.6,0.464,,35.649,53.028,400.321487695293,44.35502552005289,Africa
1017,Thailand,THA,2006,12.472,32612264,33707262,66319525,32.7,0.712,,38.673,64.37,3343.78595174831,48.207726694142735,Asia
1018,Tajikistan,TJK,2006,28.548,3498489,3558928,7057417,18.8,0.622,,26.512,26.899,401.026829310322,48.36445131792495,Asia
1019,Turkmenistan,TKM,2006,22.644,2442930,2511099,4954029,21.9,0.67,,47.308,50.183,2074.40738939883,49.68236013043696,Asia
1020,Tonga,TON,2006,28.731,53893,52297,106190,19.8,0.703,,23.184,43.015,2751.96028250318,43.64208271985009,Oceania
1021,Trinidad and Tobago,TTO,2006,15.087,680461,696458,1376919,28.6,0.767,,54.779,48.682,13340.916273498,50.46826192802586,North America
1022,Tunisia,TUN,2006,16.916,5229676,5253882,10483558,26.2,0.7,,65.524,20.746,3279.10281991951,52.058592103895805,Africa
1023,Tanzania,TZA,2006,41.747,20010132,20551919,40562052,16.4,0.456,,25.478,83.24,472.613342285156,42.8064663254447,Africa
1024,Uganda,UGA,2006,45.363,14125371,14647855,28773227,13.8,0.466,,17.425,63.021,346.768462326785,40.6177818998829,Africa
1025,Ukraine,UKR,2006,9.8,21582931,25204855,46787786,38.0,0.751,,67.969,49.142,2391.32397460938,41.18458986115483,Europe
1026,Uruguay,URY,2006,14.837,1601733,1720550,3322282,32.0,0.768,,93.553,44.338,5942.12674899064,40.65337847007597,South America
1027,United States,USA,2006,14.3,146996229,151383683,298379912,35.3,0.904,,80.099,55.605,46302.0008800056,41.31573284590509,North America
1028,Uzbekistan,UZB,2006,21.0,13224211,13264039,26488250,22.2,0.644,,49.021,42.586,654.283837283285,49.65539012313651,Asia
1029,Vanuatu,VUT,2006,31.85,112974,109949,222923,18.3,0.584,,23.392,59.595,1970.8984112702,46.41833941190915,Oceania
1030,Samoa,WSM,2006,28.905,97754,91624,189379,19.0,0.703,,20.981,38.438,2639.80566895345,41.92023923862744,Oceania
1031,South Africa,ZAF,2006,22.455,23696246,25795511,49491756,22.5,0.637,,60.077,40.984,6139.58161766664,50.19664759106051,Africa
1032,Zambia,ZMB,2006,44.014,5827393,6144175,11971567,15.1,0.484,,37.395,45.245,1065.59641685012,43.73047184776407,Africa
1033,Zimbabwe,ZWE,2006,34.501,5818877,6511613,12330490,17.3,0.452,,33.926,57.915,441.498796884795,47.42250095502457,Africa
1034,Afghanistan,AFG,2007,43.858,13067961,12835340,25903301,14.1,0.424,,23.113,14.019,376.318296441543,39.577394894774685,Asia
1035,Angola,AGO,2007,46.29,10289510,10620174,20909684,15.9,0.475,,57.524,73.417,3121.34873520681,42.14022095399655,Africa
1036,Albania,ALB,2007,12.07,1481621,1488396,2970017,30.4,0.73,,48.902,38.439,3595.03829536404,44.66428484503689,Europe
1037,United Arab Emirates,ARE,2007,14.24,4181088,1691536,5872624,26.2,0.831,,83.023,36.525,43918.3801694265,67.37515488881107,Asia
1038,Argentina,ARG,2007,18.005,19685381,20190731,39876111,28.2,0.817,,90.366,43.766,7210.59554755899,43.16690522910997,South America
1039,Armenia,ARM,2007,12.578,1396993,1607400,3004393,30.6,0.738,,63.739,49.061,3064.27996263859,46.76634727934948,Asia
1040,Australia,AUS,2007,14.1,10352205,10475417,20827622,35.8,0.915,,84.822,55.281,41051.6120652288,41.99480797441756,Oceania
1041,Austria,AUT,2007,9.2,4036230,4259257,8295487,39.7,0.896,,58.249,50.047,46915.3374004507,40.46607963225879,Europe
1042,Azerbaijan,AZE,2007,17.7,4182354,4398946,8581300,26.4,0.706,,52.79,53.623,3851.33015175141,51.89316080348023,Asia
1043,Burundi,BDI,2007,46.525,3923619,4020991,7944609,15.9,0.372,,9.864,79.9,170.706876502428,43.748245146532255,Africa
1044,Belgium,BEL,2007,11.7,5202866,5422833,10625700,39.5,0.908,,97.505,42.604,44319.165448813,38.69522123932867,Europe
1045,Benin,BEN,2007,40.423,4302650,4345111,8647761,16.6,0.472,,41.558,67.067,944.6431721273,42.73270579278648,Africa
1046,Burkina Faso,BFA,2007,44.152,7323354,7433720,14757074,16.0,0.334,,22.996,57.746,516.750328470839,42.46583809990154,Africa
